id;name;p0;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10;p11;;;;grouped label;category
74;garden spider, Aranea diademata;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid;spider; ; ; ; ; ; ;;;;arachnid;animal
75;black widow, Latrodectus mactans;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid;spider; ; ; ; ; ; ;;;;arachnid;animal
76;tarantula;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid;spider; ; ; ; ; ; ;;;;arachnid;animal
77;wolf spider, hunting spider;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid;spider; ; ; ; ; ; ;;;;arachnid;animal
78;tick;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;arachnid, arachnoid;acarine; ; ; ; ; ; ;;;;;
79;centipede;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod; ; ; ; ; ; ; ; ;;;;;
126;isopod;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;malacostracan crustacean; ; ; ; ; ; ;;;;crustacean;animal
118;Dungeness crab, Cancer magister;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod;crab; ; ; ; ; ;;;;crustacean;animal
119;rock crab, Cancer irroratus;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod;crab; ; ; ; ; ;;;;crustacean;animal
120;fiddler crab;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod;crab; ; ; ; ; ;;;;crustacean;animal
121;king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod;crab; ; ; ; ; ;;;;crustacean;animal
122;American lobster, Northern lobster, Maine lobster, Homarus americanus;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod;lobster;true lobster; ; ; ; ;;;;crustacean;animal
123;spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod;lobster; ; ; ; ; ;;;;crustacean;animal
124;crayfish, crawfish, crawdad, crawdaddy;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod; ; ; ; ; ; ;;;;crustacean;animal
125;hermit crab;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;crustacean;decapod crustacean, decapod; ; ; ; ; ; ;;;;crustacean;animal
300;tiger beetle;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle; ; ; ; ; ; ;;;;insect;animal
301;ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle; ; ; ; ; ; ;;;;insect;animal
302;ground beetle, carabid beetle;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle; ; ; ; ; ; ;;;;insect;animal
303;long-horned beetle, longicorn, longicorn beetle;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle; ; ; ; ; ; ;;;;insect;animal
304;leaf beetle, chrysomelid;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle; ; ; ; ; ; ;;;;insect;animal
305;dung beetle;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle;lamellicorn beetle;scarabaeid beetle, scarabaeid, scarabaean; ; ; ; ;;;;insect;animal
306;rhinoceros beetle;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle;lamellicorn beetle;scarabaeid beetle, scarabaeid, scarabaean; ; ; ; ;;;;insect;animal
307;weevil;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;beetle; ; ; ; ; ; ;;;;insect;animal
308;fly;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;dipterous insect, two-winged insects, dipteran, dipteron; ; ; ; ; ; ;;;;insect;animal
310;ant, emmet, pismire;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;hymenopterous insect, hymenopteran, hymenopteron, hymenopter; ; ; ; ; ; ;;;;insect;animal
309;bee;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;hymenopterous insect, hymenopteran, hymenopteron, hymenopter; ; ; ; ; ; ;;;;insect;animal
311;grasshopper, hopper;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;orthopterous insect, orthopteron, orthopteran; ; ; ; ; ; ;;;;insect;animal
312;cricket;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;orthopterous insect, orthopteron, orthopteran; ; ; ; ; ; ;;;;insect;animal
313;walking stick, walkingstick, stick insect;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;phasmid, phasmid insect; ; ; ; ; ; ;;;;insect;animal
314;cockroach, roach;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;dictyopterous insect; ; ; ; ; ; ;;;;insect;animal
315;mantis, mantid;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;dictyopterous insect; ; ; ; ; ; ;;;;insect;animal
316;cicada, cicala;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;homopterous insect, homopteran; ; ; ; ; ; ;;;;insect;animal
317;leafhopper;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;homopterous insect, homopteran; ; ; ; ; ; ;;;;insect;animal
318;lacewing, lacewing fly;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;neuropteron, neuropteran, neuropterous insect; ; ; ; ; ; ;;;;insect;animal
319;dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;odonate; ; ; ; ; ; ;;;;insect;animal
320;damselfly;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;odonate; ; ; ; ; ; ;;;;insect;animal
321;admiral;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;lepidopterous insect, lepidopteron, lepidopteran;butterfly;nymphalid, nymphalid butterfly, brush-footed butterfly, four-footed butterfly; ; ; ; ;;;;insect;animal
322;ringlet, ringlet butterfly;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;lepidopterous insect, lepidopteron, lepidopteran;butterfly; ; ; ; ; ;;;;insect;animal
323;monarch, monarch butterfly, milkweed butterfly, Danaus plexippus;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;lepidopterous insect, lepidopteron, lepidopteran;butterfly;danaid, danaid butterfly; ; ; ; ;;;;insect;animal
324;cabbage butterfly;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;lepidopterous insect, lepidopteron, lepidopteran;butterfly;pierid, pierid butterfly; ; ; ; ;;;;insect;animal
325;sulphur butterfly, sulfur butterfly;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;lepidopterous insect, lepidopteron, lepidopteran;butterfly; ; ; ; ; ;;;;insect;animal
326;lycaenid, lycaenid butterfly;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;arthropod;insect;lepidopterous insect, lepidopteron, lepidopteran;butterfly; ; ; ; ; ;;;;insect;animal
107;jellyfish;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;coelenterate, cnidarian; ; ; ; ; ; ; ; ;;;;;
108;sea anemone, anemone;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;coelenterate, cnidarian;anthozoan, actinozoan; ; ; ; ; ; ; ;;;;;
109;brain coral;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;coelenterate, cnidarian;anthozoan, actinozoan;coral;stony coral, madrepore, madriporian coral; ; ; ; ; ;;;;;
110;flatworm, platyhelminth;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;worm; ; ; ; ; ; ; ; ;;;;;
111;nematode, nematode worm, roundworm;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;worm; ; ; ; ; ; ; ; ;;;;;
112;conch;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;mollusk, mollusc, shellfish;gastropod, univalve; ; ; ; ; ; ; ;;;;;
113;snail;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;mollusk, mollusc, shellfish;gastropod, univalve; ; ; ; ; ; ; ;;;;;
114;slug;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;mollusk, mollusc, shellfish;gastropod, univalve; ; ; ; ; ; ; ;;;;;
115;sea slug, nudibranch;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;mollusk, mollusc, shellfish;gastropod, univalve; ; ; ; ; ; ; ;;;;;
116;chiton, coat-of-mail shell, sea cradle, polyplacophore;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;mollusk, mollusc, shellfish; ; ; ; ; ; ; ; ;;;;;
117;chambered nautilus, pearly nautilus, nautilus;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;mollusk, mollusc, shellfish;cephalopod, cephalopod mollusk; ; ; ; ; ; ; ;;;;;
327;starfish, sea star;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;echinoderm; ; ; ; ; ; ; ; ;;;;;
328;sea urchin;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;echinoderm; ; ; ; ; ; ; ; ;;;;;
329;sea cucumber, holothurian;organism, being;animal, animate being, beast, brute, creature, fauna;invertebrate;echinoderm; ; ; ; ; ; ; ; ;;;;;
285;Egyptian cat;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;domestic cat, house cat, Felis domesticus, Felis catus; ; ; ; ; ; ; ; ;;;;cat;animal
283;Persian cat;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;domestic cat, house cat, Felis domesticus, Felis catus; ; ; ; ; ; ; ; ;;;;cat;animal
282;tiger cat;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;domestic cat, house cat, Felis domesticus, Felis catus; ; ; ; ; ; ; ; ;;;;cat;animal
284;Siamese cat, Siamese;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;domestic cat, house cat, Felis domesticus, Felis catus; ; ; ; ; ; ; ; ;;;;cat;animal
281;tabby, tabby cat;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;domestic cat, house cat, Felis domesticus, Felis catus; ; ; ; ; ; ; ; ;;;;cat;animal
211;vizsla, Hungarian pointer;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;pointer, Spanish pointer; ; ; ; ; ;;;;dog;animal
210;German short-haired pointer;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;pointer, Spanish pointer; ; ; ; ; ;;;;dog;animal
212;English setter;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;setter; ; ; ; ; ;;;;dog;animal
214;Gordon setter;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;setter; ; ; ; ; ;;;;dog;animal
213;Irish setter, red setter;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;setter; ; ; ; ; ;;;;dog;animal
221;Irish water spaniel;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;spaniel;water spaniel; ; ; ; ;;;;dog;animal
218;Welsh springer spaniel;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;spaniel;springer spaniel, springer; ; ; ; ;;;;dog;animal
217;English springer, English springer spaniel;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;spaniel;springer spaniel, springer; ; ; ; ;;;;dog;animal
216;clumber, clumber spaniel;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;spaniel; ; ; ; ; ;;;;dog;animal
215;Brittany spaniel;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;spaniel; ; ; ; ; ;;;;dog;animal
219;cocker spaniel, English cocker spaniel, cocker;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;spaniel; ; ; ; ; ;;;;dog;animal
220;Sussex spaniel;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;spaniel; ; ; ; ; ;;;;dog;animal
207;golden retriever;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;retriever; ; ; ; ; ;;;;dog;animal
209;Chesapeake Bay retriever;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;retriever; ; ; ; ; ;;;;dog;animal
206;curly-coated retriever;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;retriever; ; ; ; ; ;;;;dog;animal
205;flat-coated retriever;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;retriever; ; ; ; ; ;;;;dog;animal
208;Labrador retriever;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;sporting dog, gun dog;retriever; ; ; ; ; ;;;;dog;animal
193;Australian terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
188;wire-haired fox terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;fox terrier; ; ; ; ; ;;;;dog;animal
202;soft-coated wheaten terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
190;Sealyham terrier, Sealyham;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;wirehair, wirehaired terrier, wire-haired terrier;Welsh terrier; ; ; ; ;;;;dog;animal
189;Lakeland terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;wirehair, wirehaired terrier, wire-haired terrier; ; ; ; ; ;;;;dog;animal
194;Dandie Dinmont, Dandie Dinmont terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
191;Airedale, Airedale terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
204;Lhasa, Lhasa apso;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
187;Yorkshire terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
203;West Highland white terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
197;giant schnauzer;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;schnauzer; ; ; ; ; ;;;;dog;animal
196;miniature schnauzer;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;schnauzer; ; ; ; ; ;;;;dog;animal
198;standard schnauzer;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;schnauzer; ; ; ; ; ;;;;dog;animal
179;Staffordshire bullterrier, Staffordshire bull terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;bullterrier, bull terrier; ; ; ; ; ;;;;dog;animal
180;American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier;bullterrier, bull terrier; ; ; ; ; ;;;;dog;animal
185;Norfolk terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
192;cairn, cairn terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
183;Kerry blue terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
199;Scotch terrier, Scottish terrier, Scottie;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
195;Boston bull, Boston terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
181;Bedlington terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
184;Irish terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
201;silky terrier, Sydney silky;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
186;Norwich terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
200;Tibetan terrier, chrysanthemum dog;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
182;Border terrier;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;terrier; ; ; ; ; ; ;;;;dog;animal
169;borzoi, Russian wolfhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog;wolfhound; ; ; ; ; ;;;;dog;animal
170;Irish wolfhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog;wolfhound; ; ; ; ; ;;;;dog;animal
177;Scottish deerhound, deerhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
165;black-and-tan coonhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog;coonhound; ; ; ; ; ;;;;dog;animal
166;Walker hound, Walker foxhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog;foxhound; ; ; ; ; ;;;;dog;animal
167;English foxhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog;foxhound; ; ; ; ; ;;;;dog;animal
178;Weimaraner;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
175;otterhound, otter hound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
163;bloodhound, sleuthhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
174;Norwegian elkhound, elkhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
176;Saluki, gazelle hound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
160;Afghan hound, Afghan;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
172;whippet;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog;greyhound; ; ; ; ; ;;;;dog;animal
171;Italian greyhound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog;greyhound; ; ; ; ; ;;;;dog;animal
162;beagle;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
161;basset, basset hound;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
164;bluetick;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
168;redbone;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
173;Ibizan hound, Ibizan Podenco;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog;hound, hound dog; ; ; ; ; ; ;;;;dog;animal
159;Rhodesian ridgeback;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;hunting dog; ; ; ; ; ; ; ;;;;dog;animal
251;dalmatian, coach dog, carriage dog;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris; ; ; ; ; ; ; ; ;;;;dog;animal
264;Cardigan, Cardigan Welsh corgi;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;corgi, Welsh corgi; ; ; ; ; ; ; ;;;;dog;animal
263;Pembroke, Pembroke Welsh corgi;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;corgi, Welsh corgi; ; ; ; ; ; ; ;;;;dog;animal
268;Mexican hairless;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris; ; ; ; ; ; ; ; ;;;;dog;animal
256;Newfoundland, Newfoundland dog;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris; ; ; ; ; ; ; ; ;;;;dog;animal
266;miniature poodle;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;poodle, poodle dog; ; ; ; ; ; ; ;;;;dog;animal
265;toy poodle;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;poodle, poodle dog; ; ; ; ; ; ; ;;;;dog;animal
267;standard poodle;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;poodle, poodle dog; ; ; ; ; ; ; ;;;;dog;animal
253;basenji;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris; ; ; ; ; ; ; ; ;;;;dog;animal
255;Leonberg;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris; ; ; ; ; ; ; ; ;;;;dog;animal
262;Brabancon griffon;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;griffon, Brussels griffon, Belgian griffon; ; ; ; ; ; ; ;;;;dog;animal
254;pug, pug-dog;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris; ; ; ; ; ; ; ; ;;;;dog;animal
246;Great Dane;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;working dog; ; ; ; ; ; ; ;;;;dog;animal
229;Old English sheepdog, bobtail;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;working dog;shepherd dog, sheepdog, sheep dog; ; ; ; ; ; ;;;;dog;animal
233;Bouvier des Flandres, Bouviers des Flandres;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;working dog;shepherd dog, sheepdog, sheep dog; ; ; ; ; ; ;;;;dog;animal
234;Rottweiler;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;working dog;shepherd dog, sheepdog, sheep dog; ; ; ; ; ; ;;;;dog;animal
228;komondor;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;working dog;shepherd dog, sheepdog, sheep dog; ; ; ; ; ; ;;;;dog;animal
231;collie;organism, being;animal, animate being, beast, brute, creature, fauna;domestic animal, domesticated animal;dog, domestic dog, Canis familiaris;working dog;shepherd dog, sheepdog, sheep dog; ; ; ; ; ; ;;;;dog;animal
